id,data_year,school_name,private_flag,school_type,school_region,urbanization_level,enrollment_quota,new_student_count,stability,enrollment_rate,tuition_revenue_ratio,debt_ratio,net_income_ratio,totur_flag,closure_flag
213,107,亞洲大學,1,一般大學,臺中市霧峰區,4,3267,3039,90.89,93.23,51.9,3.25,48.1,0,0
214,107,佛光大學,1,一般大學,宜蘭縣礁溪鄉,4,1246,1017,91.03,82.35,36.76,4.92,63.24,0,0
215,107,元智大學,1,一般大學,桃園市中壢區,2,2427,2128,94.31,88.4,42.66,6.76,57.34,0,0
216,107,南華大學,1,一般大學,嘉義縣大林鎮,6,1722,1590,88.63,94.39,45.2,7.76,54.8,0,0
217,107,台灣首府學校財團法人台灣首府大學,1,一般大學,臺南市麻豆區,6,727,384,70.11,60.12,64.54,8.88,35.46,0,0
218,107,大同大學,1,一般大學,臺北市中山區,1,1231,1086,91.52,88.43,49.27,3.04,50.73,0,0
219,107,大葉大學,1,一般大學,彰化縣大村鄉,8,3635,2609,87.24,72.68,65.44,3.38,34.56,0,0
220,107,實踐大學,1,一般大學,臺北市中山區,1,3636,3237,87.02,89.48,63.87,6.56,36.13,0,0
221,107,康寧學校財團法人康寧大學,1,一般大學,臺北市內湖區,2,1530,972,83.53,63.62,60.19,15.47,39.81,0,0
222,107,慈濟學校財團法人慈濟大學,1,一般大學,花蓮縣花蓮市,4,934,775,90.55,84.09,21.47,13.76,78.53,0,0
223,107,明道學校財團法人明道大學,1,一般大學,彰化縣埤頭鄉,6,1664,773,79.24,51.61,53.71,8.78,46.29,0,0
224,107,東吳大學,1,一般大學,臺北市士林區,2,3906,3610,90.15,92.74,59.5,4.3,40.5,0,0
225,107,東海大學,1,一般大學,臺中市西屯區,2,4279,3827,91.58,90.18,57.27,0.07,42.73,0,0
226,107,法鼓學校財團法人法鼓文理學院,1,一般大學,新北市金山區,6,117,71,76.92,68.52,6.36,3.48,93.64,0,0
227,107,淡江大學學校財團法人淡江大學,1,一般大學,新北市淡水區,3,6879,5758,91.05,84.69,64.32,13.8,35.68,0,0
228,107,玄奘大學,1,一般大學,新竹市香山區,3,1415,755,85.77,54.58,55.8,3.57,44.2,0,0
229,107,真理大學,1,一般大學,新北市淡水區,3,1959,1617,82.15,82.61,74.39,3.42,25.61,0,0
230,107,稻江科技暨管理學院,1,一般大學,嘉義縣朴子市,4,830,723,73.9,87.32,73.26,9.57,26.74,0,0
231,107,義守大學,1,一般大學,高雄市大樹區,6,3829,3256,88.31,87.56,57.7,3.63,42.3,0,0
232,107,臺北醫學大學,1,一般大學,臺北市信義區,1,1378,1282,91.44,93.96,14.55,2.18,85.45,0,0
233,107,華梵大學,1,一般大學,新北市石碇區,6,793,435,70.48,56.18,46.64,27.77,53.36,0,0
234,107,輔仁大學,1,一般大學,新北市新莊區,1,6790,6178,92.04,91.13,62.79,6.22,37.21,0,0
235,107,逢甲大學,1,一般大學,臺中市西屯區,2,5505,5116,95.44,93.38,46.27,8.07,53.73,0,0
236,107,銘傳大學,1,一般大學,臺北市士林區,2,4743,4334,91.42,92.17,67.93,2.1,32.07,0,0
237,107,長庚大學,1,一般大學,桃園市龜山區,3,1982,1660,92.54,84.36,12.34,8.16,87.66,0,0
238,107,長榮大學,1,一般大學,臺南市歸仁區,4,2995,2345,89.53,78.98,65.72,1.99,34.28,0,0
239,107,開南大學,1,一般大學,桃園市蘆竹區,3,2005,1450,83.57,74.52,68.75,5.82,31.25,0,0
240,107,靜宜大學,1,一般大學,臺中市沙鹿區,3,3040,2828,92.72,93.38,60.87,32.08,39.13,0,0
241,107,馬偕學校財團法人馬偕醫學院,1,一般大學,新北市三芝區,6,185,165,94.87,89.36,9.11,3.12,90.89,0,0
242,107,高雄醫學大學,1,一般大學,高雄市三民區,2,1839,1612,90.6,88.26,21.36,1.55,78.64,0,0
243,107,中信金學校財團法人中信科技大學,1,技專校院,臺南市新市區,3,2341,1506,81.63,64.81,57.38,5.11,42.62,0,0
244,107,中國科技大學,1,技專校院,臺北市文山區,2,3365,2524,87.21,75.25,72.95,7.61,27.05,0,0
245,107,中州學校財團法人中州科技大學,1,技專校院,彰化縣員林市,4,1930,1031,80.44,53.42,59.08,3.04,40.92,0,0
246,107,中臺科技大學,1,技專校院,臺中市北屯區,3,2908,2384,90.52,82.21,69.44,1.02,30.56,0,0
247,107,中華學校財團法人中華科技大學,1,技專校院,臺北市南港區,2,2065,1455,83.92,70.72,67.73,5.54,32.27,0,0
248,107,中華醫事科技大學,1,技專校院,臺南市仁德區,3,3018,2279,91.98,77.19,72.91,10.13,27.09,0,0
249,107,亞東技術學院,1,技專校院,新北市板橋區,1,1108,1050,93.61,94.85,37.78,7.37,62.22,0,0
250,107,仁德醫護管理專科學校,1,技專校院,苗栗縣後龍鎮,6,1555,1336,94.36,85.92,66.25,10.08,33.75,0,0
251,107,修平學校財團法人修平科技大學,1,技專校院,臺中市大里區,3,1983,1501,79.47,76.47,70.27,3.01,29.73,0,0
252,107,健行學校財團法人健行科技大學,1,技專校院,桃園市中壢區,2,3394,2957,84.82,88.74,70.9,5.77,29.1,0,0
253,107,僑光科技大學,1,技專校院,臺中市西屯區,2,2650,2552,91.01,96.4,75.86,4.76,24.14,0,0
254,107,光宇學校財團法人元培醫事科技大學,1,技專校院,新竹市香山區,3,2430,1849,68.23,76.94,67.96,5.18,32.04,0,0
255,107,南亞科技學校財團法人南亞技術學院,1,技專校院,桃園市中壢區,2,1836,1166,84.05,63.51,71.04,4.12,28.96,0,0
256,107,南臺學校財團法人南臺科技大學,1,技專校院,臺南市永康區,3,5132,4338,92.94,84.94,60.48,7.48,39.52,0,0
257,107,南開科技大學,1,技專校院,南投縣草屯鎮,4,1420,1025,87.42,73.93,69.47,4.27,30.53,0,0
258,107,台北海洋學校財團法人台北海洋科技大學,1,技專校院,新北市淡水區,3,1739,1032,83.09,60.2,68.98,5.08,31.02,0,0
259,107,台南家專學校財團法人台南應用科技大學,1,技專校院,臺南市永康區,3,3471,3072,89.59,88.65,78.86,7.42,21.14,0,0
260,107,台鋼學校財團法人台鋼科技大學,1,技專校院,高雄市路竹區,5,2531,1062,59.39,47.48,60.04,3.54,39.96,0,0
261,107,吳鳳科技大學,1,技專校院,嘉義縣民雄鄉,4,2145,1569,85.01,73.24,70.37,14.47,29.63,0,0
262,107,和春技術學院,1,技專校院,高雄市旗山區,6,649,308,63.16,47.46,62.48,2.46,37.52,0,0
263,107,嘉藥學校財團法人嘉南藥理大學,1,技專校院,臺南市仁德區,3,5078,3155,88.81,62.38,63.68,2.5,36.32,0,0
264,107,城市學校財團法人臺北城市科技大學,1,技專校院,臺北市北投區,2,3420,2716,84.91,79.62,77.78,2.97,22.22,0,0
265,107,大仁科技大學,1,技專校院,屏東縣鹽埔鄉,7,2649,1896,86.24,71.8,61.83,4.33,38.17,0,0
266,107,大同技術學院,1,技專校院,嘉義市東區,4,757,553,77.32,73.81,52,0.65,48,0,0
267,107,大漢技術學院,1,技專校院,花蓮縣新城鄉,4,628,436,67.35,69.43,44.61,1.84,55.39,0,0
268,107,大華學校財團法人敏實科技大學,1,技專校院,新竹縣芎林鄉,3,482,290,71.65,60.17,36.07,8.14,63.93,0,0
269,107,宏國學校財團法人宏國德霖科技大學,1,技專校院,新北市土城區,3,2647,1843,81.57,69.63,76.32,3.94,23.68,0,0
270,107,崇仁醫護管理專科學校,1,技專校院,嘉義市東區,4,726,633,93.29,87.19,65.38,4.97,34.62,0,0
271,107,崇右學校財團法人崇右影藝科技大學,1,技專校院,基隆市信義區,4,2008,988,64.72,51.89,68.72,4.42,31.28,0,0
272,107,崑山科技大學,1,技專校院,臺南市永康區,3,3854,2653,90.62,70.14,54.01,5.59,45.99,0,0
273,107,嶺東科技大學,1,技專校院,臺中市南屯區,2,2725,2594,90.04,95.23,72.98,3.24,27.02,0,0
274,107,廣亞學校財團法人育達科技大學,1,技專校院,苗栗縣造橋鄉,6,1642,1234,81.24,78.49,64.76,4.73,35.24,0,0
275,107,建國科技大學,1,技專校院,彰化縣彰化市,4,3059,2149,89.48,71.91,69.87,9.62,30.13,0,0
276,107,弘光科技大學,1,技專校院,臺中市沙鹿區,3,3528,3293,94.31,93.53,61.93,27.32,38.07,0,0
277,107,德明財經科技大學,1,技專校院,臺北市內湖區,2,2194,1735,89.2,80.34,67.49,3.88,32.51,0,0
278,107,德育學校財團法人德育護理健康學院,1,技專校院,基隆市中山區,4,1811,1345,81.61,74.99,69.69,1.71,30.31,0,0
279,107,慈惠醫護管理專科學校,1,技專校院,屏東縣南州鄉,7,1297,890,89.66,68.62,67.65,3.11,32.35,0,0
280,107,慈濟學校財團法人慈濟科技大學,1,技專校院,花蓮縣花蓮市,4,829,756,94.75,91.31,27.01,0.87,72.99,0,0
281,107,敏惠醫護管理專科學校,1,技專校院,臺南市柳營區,6,915,795,97.22,86.89,52.92,3.66,47.08,0,0
282,107,文藻學校財團法人文藻外語大學,1,技專校院,高雄市三民區,2,2317,2127,93.74,92.1,66.25,8.91,33.75,0,0
283,107,新生醫護管理專科學校,1,技專校院,桃園市龍潭區,3,1289,1207,94.61,93.66,69.19,4.36,30.81,0,0
284,107,明志科技大學,1,技專校院,新北市泰山區,4,1211,1091,96.06,90.69,15.5,5.42,84.5,0,0
285,107,明新學校財團法人明新科技大學,1,技專校院,新竹縣新豐鄉,3,3606,2853,90.76,81.62,70.54,7.86,29.46,0,0
286,107,景文科技大學,1,技專校院,新北市新店區,2,2331,1755,84.86,76.94,67.96,13.67,32.04,0,0
287,107,朝陽科技大學,1,技專校院,臺中市霧峰區,4,3885,3499,92.55,90.59,62.55,6.17,37.45,0,0
288,107,東南科技大學,1,技專校院,新北市深坑區,4,1867,1501,77.75,81.95,71.85,3.64,28.15,0,0
289,107,東方學校財團法人東方設計大學,1,技專校院,高雄市湖內區,5,1440,849,80.14,60.34,67.07,6.13,32.93,0,0
290,107,樹人醫護管理專科學校,1,技專校院,高雄市路竹區,5,1686,1677,92.66,99.47,72.8,5.33,27.2,0,0
291,107,樹德科技大學,1,技專校院,高雄市燕巢區,6,3293,2980,89.08,90.96,65.41,4.34,34.59,0,0
292,107,正修學校財團法人正修科技大學,1,技專校院,高雄市鳥松區,2,5448,5073,83.63,93.44,63.08,4.82,36.92,0,0
293,107,環球學校財團法人環球科技大學,1,技專校院,雲林縣斗六市,4,2368,1571,78.39,67.36,68.35,6.54,31.65,0,0
294,107,美和學校財團法人美和科技大學,1,技專校院,屏東縣內埔鄉,6,3288,2290,90.06,69.66,71.83,2.6,28.17,0,0
295,107,耕莘健康管理專科學校,1,技專校院,新北市新店區,2,1135,985,94.25,86.8,56.48,2,43.52,0,0
296,107,聖母醫護管理專科學校,1,技專校院,宜蘭縣三星鄉,6,660,439,85.48,66.52,64.53,5.07,35.47,0,0
297,107,聖約翰科技大學,1,技專校院,新北市淡水區,3,1088,666,70.74,63.86,64.3,6.87,35.7,0,0
298,107,育英醫護管理專科學校,1,技專校院,高雄市三民區,2,422,382,95.17,90.54,66.25,10.2,33.75,0,0
299,107,致理學校財團法人致理科技大學,1,技專校院,新北市板橋區,1,2626,2534,94.97,96.58,71.04,13.65,28.96,0,0
300,107,臺灣觀光學院,1,技專校院,花蓮縣壽豐鄉,6,245,191,89.58,77.96,71.58,3.34,28.42,0,0
301,107,華夏學校財團法人華夏科技大學,1,技專校院,新北市中和區,1,1956,1283,63.12,66.63,70.27,7.53,29.73,0,0
302,107,萬能學校財團法人萬能科技大學,1,技專校院,桃園市中壢區,2,3702,3160,82.97,85.71,67.69,13.76,32.31,0,0
303,107,蘭陽技術學院,1,技專校院,宜蘭縣頭城鎮,4,681,434,78.26,63.73,46.85,8.72,53.15,0,0
304,107,輔英科技大學,1,技專校院,高雄市大寮區,4,2966,2701,89.14,91.24,65.01,9.47,34.99,0,0
305,107,醒吾學校財團法人醒吾科技大學,1,技專校院,新北市林口區,3,3260,2542,83.1,79.78,72.39,1.96,27.61,0,0
306,107,長庚學校財團法人長庚科技大學,1,技專校院,桃園市龜山區,3,2215,2174,97.27,98.15,26.69,6.22,73.31,0,0
307,107,馬偕學校財團法人馬偕醫護管理專科學校,1,技專校院,臺北市北投區,2,1084,1000,92.88,92.35,39.25,7.17,60.75,0,0
308,107,黎明技術學院,1,技專校院,新北市泰山區,4,1775,1257,79.93,72.17,64.54,1.85,35.46,0,0
309,107,龍華科技大學,1,技專校院,桃園市龜山區,3,2796,2618,85.59,94.39,63.34,12.62,36.66,0,0
310,108,國立中央大學,0,一般大學,桃園市中壢區,2,3721,3440,94.53,93.07,13.4,28,86.6,0,0
311,108,國立中山大學,0,一般大學,高雄市鼓山區,2,2981,2669,93.17,90.35,15.7,32.15,84.3,0,0
312,108,國立中正大學,0,一般大學,嘉義縣民雄鄉,4,3401,3100,94.06,91.59,19.68,16.91,80.32,0,0
313,108,國立中興大學,0,一般大學,臺中市南區,1,4436,4174,91.96,94.38,15.41,25.47,84.59,0,0
314,108,國立嘉義大學,0,一般大學,嘉義市東區,4,3476,3157,89.2,91.54,22.19,12.11,77.81,0,0
315,108,國立宜蘭大學,0,一般大學,宜蘭縣宜蘭市,4,1456,1339,91.87,92.25,20,12.03,80,0,0
316,108,國立屏東大學,0,一般大學,屏東縣屏東市,4,2344,2096,92.91,89.68,25.07,6.01,74.93,0,0
317,108,國立彰化師範大學,0,一般大學,彰化縣彰化市,4,2400,2295,93.66,96,25.32,26.35,74.68,0,0
318,108,國立成功大學,0,一般大學,臺南市東區,2,6346,5983,94.59,95.09,11.58,34.14,88.42,0,0
319,108,國立政治大學,0,一般大學,臺北市文山區,2,4070,3837,96.62,95,24.46,36.14,75.54,0,0
320,108,國立暨南國際大學,0,一般大學,南投縣埔里鎮,4,1606,1390,95.1,87.32,21.37,18.67,78.63,0,0
321,108,國立東華大學,0,一般大學,花蓮縣壽豐鄉,6,2629,2238,91.81,89.22,20.56,10.92,79.44,0,0
322,108,國立清華大學,0,一般大學,新竹市東區,2,4573,4348,95.76,96.43,10.94,33.6,89.06,0,0
323,108,國立聯合大學,0,一般大學,苗栗縣苗栗市,4,2112,1892,89.56,89.66,26.76,6.87,73.24,0,0
324,108,國立臺中教育大學,0,一般大學,臺中市西區,1,1358,1284,92.09,94.71,18.7,11.47,81.3,0,0
325,108,國立臺北大學,0,一般大學,新北市三峽區,3,2633,2536,91.16,96.52,27.25,8.79,72.75,0,0
326,108,國立臺北教育大學,0,一般大學,臺北市大安區,1,1608,1522,95.48,95.27,20.57,9.36,79.43,0,0
327,108,國立臺北藝術大學,0,一般大學,臺北市北投區,2,729,706,94.32,97.44,18.82,19.32,81.18,0,0
328,108,國立臺南大學,0,一般大學,臺南市中西區,2,1734,1494,91.72,86.43,20.24,13.73,79.76,0,0
329,108,國立臺南藝術大學,0,一般大學,臺南市官田區,6,420,371,90.15,88.63,15.2,4.01,84.8,0,0
330,108,國立臺東大學,0,一般大學,臺東縣臺東市,4,1422,1268,89,90.39,19.48,5.24,80.52,0,0
331,108,國立臺灣大學,0,一般大學,臺北市大安區,1,8530,8065,96.21,95.17,9.78,43.16,90.22,0,0
332,108,國立臺灣師範大學,0,一般大學,臺北市大安區,1,4122,3793,94.92,93.92,13.33,19.39,86.67,0,0
333,108,國立臺灣海洋大學,0,一般大學,基隆市中正區,4,2571,2295,92.29,90.03,18.55,17.43,81.45,0,0
334,108,國立臺灣藝術大學,0,一般大學,新北市板橋區,1,1358,1318,93.43,97.23,25.5,5.88,74.5,0,0
335,108,國立臺灣體育運動大學,0,一般大學,臺中市北區,1,781,765,88.24,98.37,20.22,4.39,79.78,0,0
336,108,國立金門大學,0,一般大學,金門縣金寧鄉,5,1096,1010,87.59,92.86,25.63,13.2,74.37,0,0
337,108,國立陽明交通大學,0,一般大學,新竹市東區,2,4215,4036,96.29,96.25,11.38,38.9,88.62,0,0
338,108,國立陽明大學,0,一般大學,臺北市北投區,2,1288,1143,91.18,89.51,9.2,26.92,90.8,0,0
339,108,國立體育大學,0,一般大學,桃園市龜山區,3,637,611,93.04,96.07,14.97,6.02,85.03,0,0
340,108,國立高雄大學,0,一般大學,高雄市楠梓區,2,1580,1480,91.69,93.99,26.36,9.3,73.64,0,0
341,108,國立高雄師範大學,0,一般大學,高雄市苓雅區,1,1971,1730,92.55,88.12,23.73,11.14,76.27,0,0
342,108,臺北市立大學,0,一般大學,臺北市中正區,1,2063,1988,91.3,96.49,19.47,#N/A,80.53,0,0
343,108,國立勤益科技大學,0,技專校院,臺中市太平區,3,3194,2999,91.37,94.18,31.96,10.27,68.04,0,0
344,108,國立屏東科技大學,0,技專校院,屏東縣內埔鄉,6,2697,2369,91.54,88.52,20.94,20.19,79.06,0,0
345,108,國立澎湖科技大學,0,技專校院,澎湖縣馬公市,4,830,698,88.44,84.23,21.33,3.33,78.67,0,0
346,108,國立臺中科技大學,0,技專校院,臺中市北區,1,5057,4833,94.23,95.62,35.45,2.96,64.55,0,0
347,108,國立臺北商業大學,0,技專校院,臺北市中正區,1,2211,2155,91,97.93,31.68,4.58,68.32,0,0
348,108,國立臺北科技大學,0,技專校院,臺北市大安區,1,3420,3278,96.73,96.38,24.89,16.24,75.11,0,0
349,108,國立臺北護理健康大學,0,技專校院,臺北市北投區,2,1494,1431,94.27,96.1,25.85,6.87,74.15,0,0
350,108,國立臺南護理專科學校,0,技專校院,臺南市中西區,2,434,401,95.52,92.41,19.13,2.35,80.87,0,0
351,108,國立臺東專科學校,0,技專校院,臺東縣臺東市,4,594,394,86.68,66.55,13.09,2.9,86.91,0,0
352,108,國立臺灣戲曲學院,0,技專校院,臺北市內湖區,2,144,142,92.36,98.64,5.5,5.36,94.5,0,0
353,108,國立臺灣科技大學,0,技專校院,臺北市大安區,1,2645,2565,95.04,97.75,17.94,25.86,82.06,0,0
354,108,國立虎尾科技大學,0,技專校院,雲林縣虎尾鎮,4,3164,2895,93.84,91.69,24.62,13.24,75.38,0,0
355,108,國立雲林科技大學,0,技專校院,雲林縣斗六市,4,2724,2446,97.1,90.28,20.49,17.72,79.51,0,0
356,108,國立高雄科技大學,0,技專校院,高雄市三民區,2,7879,7153,93.48,90.97,26.5,15.38,73.5,0,0
357,108,國立高雄餐旅大學,0,技專校院,高雄市小港區,4,1196,1070,93.62,90.33,26.56,6.77,73.44,0,0
358,108,世新大學,1,一般大學,臺北市文山區,2,2800,2634,90.91,94.5,61.92,6.97,38.08,0,0
359,108,中信學校財團法人中信金融管理學院,1,一般大學,臺南市安南區,3,239,239,83.08,100,16.56,13.43,83.44,0,0
360,108,中原大學,1,一般大學,桃園市中壢區,2,4263,4033,95.46,94.96,51.93,8.02,48.07,0,0
361,108,中國文化大學,1,一般大學,臺北市士林區,2,6645,5900,84.05,89.26,62.85,3.97,37.15,0,0
362,108,中國醫藥大學,1,一般大學,臺中市北區,1,1721,1559,95.43,91.18,17.77,3.54,82.23,0,0
363,108,中山醫學大學,1,一般大學,臺中市南區,1,1917,1745,90.61,91.26,36.71,7.47,63.29,0,0
364,108,中華大學學校財團法人中華大學,1,一般大學,新竹市香山區,3,2075,1561,70.69,77.41,49.79,7.2,50.21,0,0
365,108,亞洲大學,1,一般大學,臺中市霧峰區,4,3197,3002,89.21,94.27,51.6,3.59,48.4,0,0
366,108,佛光大學,1,一般大學,宜蘭縣礁溪鄉,4,1140,984,89.11,86.85,37.1,6.58,62.9,0,0
367,108,元智大學,1,一般大學,桃園市中壢區,2,2337,2087,94.31,90,40.53,2.05,59.47,0,0
368,108,南華大學,1,一般大學,嘉義縣大林鎮,6,1693,1610,86.48,95.43,34.18,5.41,65.82,0,0
369,108,台灣首府學校財團法人台灣首府大學,1,一般大學,臺南市麻豆區,6,494,232,69.97,52.1,65.2,4.83,34.8,0,0
370,108,大同大學,1,一般大學,臺北市中山區,1,1202,1029,89.99,85.92,52.05,2.2,47.95,0,0
371,108,大葉大學,1,一般大學,彰化縣大村鄉,8,3106,2370,81.44,76.88,65.44,0.77,34.56,0,0
372,108,實踐大學,1,一般大學,臺北市中山區,1,3626,3235,84.13,89.76,53.13,16.47,46.87,0,0
373,108,康寧學校財團法人康寧大學,1,一般大學,臺北市內湖區,2,1073,784,79.3,73.07,66.78,15.95,33.22,0,0
374,108,慈濟學校財團法人慈濟大學,1,一般大學,花蓮縣花蓮市,4,934,771,93.59,83.69,20.39,1.98,79.61,0,0
375,108,明道學校財團法人明道大學,1,一般大學,彰化縣埤頭鄉,6,1097,672,79.73,63.75,50.33,5.07,49.67,0,0
376,108,東吳大學,1,一般大學,臺北市士林區,2,3906,3707,89.15,95.17,60.18,5.55,39.82,0,0
377,108,東海大學,1,一般大學,臺中市西屯區,2,4194,3840,92.4,92.03,54.47,19.02,45.53,0,0
378,108,法鼓學校財團法人法鼓文理學院,1,一般大學,新北市金山區,6,102,72,100,80.19,7.33,5.29,92.67,0,0
379,108,淡江大學學校財團法人淡江大學,1,一般大學,新北市淡水區,3,6322,5599,88.91,89.42,61.37,9.23,38.63,0,0
380,108,玄奘大學,1,一般大學,新竹市香山區,3,984,632,72.6,65.96,55.36,1.57,44.64,0,0
381,108,真理大學,1,一般大學,新北市淡水區,3,1650,1389,82.25,84.58,73.45,1.19,26.55,0,0
382,108,稻江科技暨管理學院,1,一般大學,嘉義縣朴子市,4,824,306,65.47,37.23,75.31,3.65,24.69,0,1
383,108,義守大學,1,一般大學,高雄市大樹區,6,3747,3257,84.09,89.45,57.8,33.3,42.2,0,0
384,108,臺北醫學大學,1,一般大學,臺北市信義區,1,1378,1297,91.4,94.77,15.2,2.95,84.8,0,0
385,108,華梵大學,1,一般大學,新北市石碇區,6,449,285,80.63,64.11,40.17,7.34,59.83,0,0
386,108,輔仁大學,1,一般大學,新北市新莊區,1,6790,6230,88.58,92.19,62.66,9.43,37.34,0,0
387,108,逢甲大學,1,一般大學,臺中市西屯區,2,5498,5062,94.2,92.48,48.41,0.06,51.59,0,0
388,108,銘傳大學,1,一般大學,臺北市士林區,2,4738,4321,91.35,92.01,71.3,5.54,28.7,0,0
389,108,長庚大學,1,一般大學,桃園市龜山區,3,1922,1689,92.7,88.34,15.03,3.92,84.97,0,0
390,108,長榮大學,1,一般大學,臺南市歸仁區,4,2534,2264,76.71,89.66,64.05,12.11,35.95,0,0
391,108,開南大學,1,一般大學,桃園市蘆竹區,3,1778,1568,74.8,88.72,67.63,4.76,32.37,0,0
392,108,靜宜大學,1,一般大學,臺中市沙鹿區,3,3040,2823,91.68,93.24,60.64,6.52,39.36,0,0
393,108,馬偕學校財團法人馬偕醫學院,1,一般大學,新北市三芝區,6,198,162,94.87,81.91,12.98,6.69,87.02,0,0
394,108,高雄醫學大學,1,一般大學,高雄市三民區,2,1809,1597,91.13,88.78,19.45,29.41,80.55,0,0
395,108,中信金學校財團法人中信科技大學,1,技專校院,臺南市新市區,3,2067,1277,79.28,62.02,56.27,5.96,43.73,0,0
396,108,中國科技大學,1,技專校院,臺北市文山區,2,3062,2516,82.42,82.47,71.04,10.47,28.96,0,0
397,108,中州學校財團法人中州科技大學,1,技專校院,彰化縣員林市,4,1697,1093,61.64,65.08,53.37,4.47,46.63,0,0
398,108,中臺科技大學,1,技專校院,臺中市北屯區,3,2908,2420,85.82,83.37,71.13,5.31,28.87,0,0
399,108,中華學校財團法人中華科技大學,1,技專校院,臺北市南港區,2,1922,1392,79.5,72.64,64.08,5.33,35.92,0,0
400,108,中華醫事科技大學,1,技專校院,臺南市仁德區,3,3049,2228,87.84,73.46,71.7,5.54,28.3,0,0
401,108,亞東技術學院,1,技專校院,新北市板橋區,1,1108,1043,91.65,94.3,39.41,5.92,60.59,0,0
402,108,仁德醫護管理專科學校,1,技專校院,苗栗縣後龍鎮,6,1583,1396,88.27,88.19,66.86,1.55,33.14,0,0
403,108,修平學校財團法人修平科技大學,1,技專校院,臺中市大里區,3,1659,1400,80.78,84.8,69.58,5.34,30.42,0,0
404,108,健行學校財團法人健行科技大學,1,技專校院,桃園市中壢區,2,3388,2881,79.92,85.27,69.79,12.05,30.21,0,0
405,108,僑光科技大學,1,技專校院,臺中市西屯區,2,2650,2534,83.86,95.72,79.97,3.07,20.03,0,0
406,108,光宇學校財團法人元培醫事科技大學,1,技專校院,新竹市香山區,3,2317,1868,78.39,80.94,52.24,0.84,47.76,0,0
407,108,南亞科技學校財團法人南亞技術學院,1,技專校院,桃園市中壢區,2,1528,1083,72.05,70.88,66.18,9.68,33.82,0,0
408,108,南臺學校財團法人南臺科技大學,1,技專校院,臺南市永康區,3,4782,4258,88.87,89.44,61.65,6.83,38.35,0,0
409,108,南開科技大學,1,技專校院,南投縣草屯鎮,4,1215,826,83.7,70.8,65.6,4.28,34.4,0,0
410,108,台北海洋學校財團法人台北海洋科技大學,1,技專校院,新北市淡水區,3,1735,1117,81.02,64.62,66.26,0.78,33.74,0,0
411,108,台南家專學校財團法人台南應用科技大學,1,技專校院,臺南市永康區,3,3377,3035,83,90.11,80.19,2.94,19.81,0,0
412,108,台鋼學校財團法人台鋼科技大學,1,技專校院,高雄市路竹區,5,1518,835,69.71,60.41,61.26,5.54,38.74,0,0
413,108,吳鳳科技大學,1,技專校院,嘉義縣民雄鄉,4,2024,1506,85.54,76.22,69.24,6.84,30.76,0,0
414,108,和春技術學院,1,技專校院,高雄市旗山區,6,512,297,72.73,58.01,47.96,3.69,52.04,0,0
415,108,嘉藥學校財團法人嘉南藥理大學,1,技專校院,臺南市仁德區,3,4007,3059,80.45,76.67,62.75,1.57,37.25,0,0
416,108,城市學校財團法人臺北城市科技大學,1,技專校院,臺北市北投區,2,3345,2760,77.46,83.34,76.48,13.1,23.52,0,0
417,108,大仁科技大學,1,技專校院,屏東縣鹽埔鄉,7,2424,1740,70.95,72.47,65.04,4.52,34.96,0,0
418,108,大同技術學院,1,技專校院,嘉義市東區,4,704,324,66.6,46.1,61.63,8.11,38.37,0,0
419,108,大漢技術學院,1,技專校院,花蓮縣新城鄉,4,553,434,69.4,78.48,60.54,2.22,39.46,0,0
420,108,大華學校財團法人敏實科技大學,1,技專校院,新竹縣芎林鄉,3,251,161,33.01,64.14,20.96,6.46,79.04,0,0
421,108,宏國學校財團法人宏國德霖科技大學,1,技專校院,新北市土城區,3,2356,1546,77.24,66.68,72.44,1.41,27.56,0,0
422,108,崇仁醫護管理專科學校,1,技專校院,嘉義市東區,4,726,649,95.77,89.39,64.49,3.02,35.51,0,0
423,108,崇右學校財團法人崇右影藝科技大學,1,技專校院,基隆市信義區,4,1382,933,78.32,68.2,69.14,5.22,30.86,0,0
424,108,崑山科技大學,1,技專校院,臺南市永康區,3,3629,2504,79.03,70.29,55.21,6.02,44.79,0,0
425,108,嶺東科技大學,1,技專校院,臺中市南屯區,2,2726,2605,81.22,95.62,74.58,3.55,25.42,0,0
426,108,廣亞學校財團法人育達科技大學,1,技專校院,苗栗縣造橋鄉,6,1437,1150,77.84,80.25,64.68,5.72,35.32,0,0
427,108,建國科技大學,1,技專校院,彰化縣彰化市,4,2742,1986,80.33,72.43,73.05,29.44,26.95,0,0
428,108,弘光科技大學,1,技專校院,臺中市沙鹿區,3,3479,3224,88.99,92.81,61.72,1.44,38.28,0,0
429,108,德明財經科技大學,1,技專校院,臺北市內湖區,2,2016,1745,87.79,87.14,68.99,6.82,31.01,0,0
430,108,德育學校財團法人德育護理健康學院,1,技專校院,基隆市中山區,4,1925,1238,81.44,66.52,72.06,2.5,27.94,0,0
431,108,慈惠醫護管理專科學校,1,技專校院,屏東縣南州鄉,7,1294,785,88.17,60.66,67.52,3.97,32.48,0,0
432,108,慈濟學校財團法人慈濟科技大學,1,技專校院,花蓮縣花蓮市,4,829,749,93.08,91.34,31.8,5.77,68.2,0,0
433,108,敏惠醫護管理專科學校,1,技專校院,臺南市柳營區,6,915,777,96.01,84.92,51.43,3.42,48.57,0,0
