Path 1:
  0.4520, -4.6735, 0.8190, 0.4520, -4.6735, 0.8190
  0.6520, -4.4735, 1.1956, 0.6520, -4.4735, 1.1956
  0.8520, -4.2735, 1.6157, 0.8520, -4.2735, 1.6157
  1.0520, -4.0735, 2.0210, 1.0520, -4.0735, 2.0210
  1.2520, -4.0735, 2.3405, 1.2520, -4.0735, 2.3405
  1.4520, -4.0735, 2.6081, 1.4520, -4.0735, 2.6081
  1.6520, -4.0735, 2.7966, 1.6520, -4.0735, 2.7966
  1.8520, -4.0735, 2.8857, 1.8520, -4.0735, 2.8857

